,7,8,9,10,11,12,13,14,15,16,17,18,19,20,26,36,46,56,66,,
1,31.35,30.31,29.45,28.07,27.42,27.16,27.04,26.52,26.4,26.28,26.17,26.05,25.54,25.43,25.32,26.05,28.07,29.3,32.09,,
2,31.02,30,29.16,27.42,27.16,26.52,26.4,26.28,26.17,26.05,25.54,25.43,25.32,25.21,25.21,25.54,27.54,29.16,31.52,,
3,30.31,29.3,28.48,27.16,26.52,26.28,26.17,26.05,25.54,25.43,25.32,25.21,25.1,25,25.1,25.43,27.42,29.02,31.35,,
4,30,29.02,28.21,26.52,26.28,26.05,25.54,25.43,25.32,25.21,25.1,25,24.5,24.39,24.5,25.32,27.29,28.48,31.18,,
5,29.16,28.21,27.42,26.17,25.54,25.32,25.21,25.1,25,24.5,24.39,24.29,24.19,24.1,24.39,25.1,27.04,28.21,31.02,,
6,28.48,27.54,27.16,25.54,25.32,25.1,25,24.5,24.39,24.29,24.19,24.1,24,23.5,24.29,25,26.52,28.07,30.46,,
7,28.21,27.29,26.52,25.32,25.1,24.5,24.39,24.29,24.19,24.1,24,23.5,23.41,23.32,24.19,24.5,26.4,27.54,30.31,,
8,27.54,27.04,26.28,25.1,24.5,24.29,24.19,24.1,24,23.5,23.41,23.32,23.23,23.14,24,24.39,26.28,27.42,30.15,,
9,27.29,26.4,26.05,24.5,24.29,24.1,24,23.5,23.41,23.32,23.23,23.14,23.05,22.56,23.5,24.29,26.17,27.29,30,,
10,27.04,26.17,25.43,24.29,24.1,23.5,23.41,23.32,23.23,23.14,23.05,22.56,22.47,22.38,23.41,24.19,26.05,27.16,29.45,,
11,26.4,25.54,25.21,24.1,23.5,23.32,23.23,23.14,23.05,22.56,22.47,22.38,22.3,22.22,23.32,24.1,25.43,26.52,29.3,,
12,26.05,25.21,24.5,23.5,23.23,23.05,22.56,22.47,22.38,22.3,22.22,22.13,22.05,21.57,23.23,24,25.32,26.4,29.16,,
13,25.43,25,24.29,23.23,23.05,22.47,22.38,22.3,22.22,22.13,22.05,21.57,21.49,21.41,23.05,23.41,25.21,26.28,29.02,,
14,25.21,24.39,24.1,23.05,22.47,22.3,22.22,22.13,22.05,21.57,21.49,21.41,21.33,21.26,22.56,23.32,25.1,26.17,28.48,,
15,25,24.19,23.5,22.47,22.3,22.13,22.05,21.57,21.49,21.41,21.33,21.26,21.18,21.11,22.47,23.23,25,26.05,28.34,,
16,24.39,24,23.32,22.3,22.13,21.57,21.49,21.41,21.33,21.26,21.18,21.11,21.03,20.56,22.38,23.14,24.5,25.54,28.21,,
17,24.19,23.41,23.14,22.13,21.57,21.41,21.33,21.26,21.18,21.11,21.03,20.56,20.49,20.41,22.22,23.05,24.29,25.32,28.07,,
18,24,23.23,22.56,21.57,21.41,21.26,21.18,21.11,21.03,20.56,20.49,20.41,20.34,20.27,22.13,22.56,24.19,25.21,27.54,,
19,23.32,22.56,22.3,21.41,21.18,21.03,20.56,20.49,20.41,20.34,20.27,20.2,20.13,20.07,22.05,22.47,24.1,25.1,27.42,,
20,23.14,22.38,22.13,21.18,21.03,20.49,20.41,20.34,20.27,20.2,20.13,20.07,20,19.53,21.57,22.3,24,25,27.16,,
21,22.56,22.22,21.57,21.03,20.49,20.34,20.27,20.2,20.13,20.07,20,19.53,19.47,19.4,21.49,22.22,23.5,24.5,27.04,,
22,22.38,22.05,21.41,20.49,20.34,20.2,20.13,20.07,20,19.53,19.47,19.4,19.34,19.28,21.33,22.13,23.41,24.39,26.52,,
23,22.22,21.49,21.26,20.34,20.2,20.07,20,19.53,19.47,19.4,19.34,19.28,19.21,19.15,21.26,22.05,23.32,24.29,26.4,,
24,22.05,21.33,21.11,20.2,20.07,19.53,19.47,19.4,19.34,19.28,19.21,19.15,19.09,19.03,21.18,21.57,23.14,24.1,26.28,,
25,21.49,21.18,20.56,20.07,19.53,19.4,19.34,19.28,19.21,19.15,19.09,19.03,18.57,18.51,21.11,21.49,23.05,24,26.17,,
